track_name,track_id,artists,artists_ids,album_name,album_id,duration_ms,explicit,popularity,popularity_per_artist,followers_per_artist,album_popularity
Invaders Must Die,1j6lrR4BzRGKwvAPfrIcbf,['The Prodigy'],['4k1ELeJKT1ISyDv8JivPpB'],Invaders Must Die,6wUyxnH00hCSYAgbr68wxF,295026,False,57,65,2250131,0
Live And Die,19n9s9SfnLtwPEODqk8KCT,['The Avett Brothers'],['196lKsA13K3keVXMDFK66q'],The Carpenter,4RclFqtNPoThUz7327xFbD,271186,False,52,61,972618,53
You & Me - Flume Remix,1snNAXmmPXCn0dkF9DaPWw,"['Disclosure', 'Eliza Doolittle', 'Flume']","['6nS5roXSAGhTGr34W6n7Et', '14L5rpGTLVUz1pD8fUeJB1', '6nxWCVXbOlEVRexSbLsTer']",You & Me (Flume Remix),7H3krx81F6A0Tb7vLMdidE,282812,False,68,67,1554062,0
The Girl and the Robot,6VCqx14OVaX9uwSvC0PvAG,['Röyksopp'],['5nPOO9iTcrs9k6yFffPxjH'],Junior,6vQMbwthchxuSioACn2hcE,268893,False,48,61,846744,51
"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version",3Dupb5AcaVFErlSSfl3szW,"['Susan Egan', 'Cheryl Freeman', 'LaChanze', 'Vaneese Thomas', 'Lillias White', 'Disney']","['7CckquWatDQSr3PFKkjM8M', '3E0MPcbZSjfJ1HsnJKXkqd', '3zT7dcLl9wbSXsVh3VQx3A', '79cmm0PKrLWIrqp80GpJtK', '5TKKPpY9zr2qrz3JM3Vawq', '3xvaSlT4xsyk6lY1ESOspO']",Disney's Greatest Volume 1,4xNCqk5KdkOQvdbaepGjTY,140093,False,55,61,61368,62
Drink,0SPHbfBIe0mdRnae2MWuzr,['Alestorm'],['3OpqU68JpZlzvjAJj3B2Da'],Sunset on the Golden Age,2MIknb7US7rJbcKotAx1Pd,202586,False,58,57,593943,0
Being a Mockingbird,0NZ9UMTXL50nyDhsj27OvD,['Bobby Long'],['6SJt67wYCaKq6TTdqiRwFv'],Being A Mockingbird (Live),158bfjeHGt7akVqN0HdfPK,266560,False,12,8,5515,0
Own Way,6CFhROGKXNvMi9qXQaJwWG,['더더 밴드(TheThE Band)'],['5WUtamNqBWjmk0uzIKdANT'],How Many Times,6yGnZ0wexiwthdBbsHDZt6,209160,False,0,0,31,0
Bye Bye Beautiful,0uzJU4LpKHBU1qrAhIJ4mY,['Nightwish'],['2NPduAUeLVsfIauhRwuft1'],Dark Passion Play (Special Deluxe Edition),4VqPuC0LLhgb1Gp3SVEd1u,254615,False,47,65,1992422,0
Endzeit,4lFxQyVeTYkM010VUtCp6o,['Heaven Shall Burn'],['4sy5qWfwUwpGYBnCKnwfcW'],Iconoclast ( Part One: The Final Resistance ),3EH6U8G4o4t2tLjsA29yKd,257880,False,47,47,249349,0
Home (집),0LOlLScKRhxwDGOn7RmYBv,['Tablo'],['3NdOtTPPaXrCyC7Lpmzyhv'],Fever's End (열꽃),5qkFAHQY5HKEC3YIAbCxdK,268979,False,30,52,228404,0
Wildfire,0fiTN2N5HEIefAHtm00vYG,"['SBTRKT', 'Little Dragon']","['1O10apSOoAPjOu6UhUNmeI', '6Tyzp9KzpiZ04DABQoedps']",SBTRKT,5fP2kgfePJZF4nB1XqC1i8,201000,False,57,58,649594,0
Scratch Marchin',0EkF3BiQdvlzQW7VSq9NyF,['Kormac'],['64FRiqIrUyWPvGb83fAYLn'],Scratch Marchin' EP,3g8tdCjXcVH13IlxEuQbHm,201692,False,40,41,33947,0
Lover of the Light,6NUr2TMn5nsaerT4tuHpFb,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],Babel (Deluxe Version),5uJpRBjDkTW8wtwDimhkdm,314893,False,55,72,6490176,0
Galvanize,4bz7uB4edifWKJXSDxwHcs,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],Push The Button,715rku55lldqdw9WiEuPgi,393813,False,65,62,1905157,60
I Could Care Less,7sI7rhcEbNyI78SsNMO2A8,['DevilDriver'],['79el7mcHYhXYW3Zek21i0L'],DevilDriver,3RewL4TyyrzZOiB0phpKRR,216773,False,45,50,468749,48
"Baby, Good Night - Instrumental",2bMPgI8DQWxtGmK0vmCdur,['lady Jane'],['52PzQ1a9Gr6RPcpbpCX9jN'],Jane Another Jane (제인 어나더 제인),2dqC95bXoQY0k7yZvOf3D7,204416,False,4,10,1802,0
A Gentle Few,4nS1WVloJ0SnhWKPtOkmDa,['Joe Pug'],['17cssIaAwAcgC9nZZliixv'],The Great Despiser,1fgbFOf5qEGOja9xOYbwWo,233480,False,21,34,50582,26
Cloud Connected,0dHogHUS4xgLOoFBt0ko1j,['In Flames'],['57ylwQTnFnIhJh4nu4rxCs'],Reroute To Remain (Re-issue 2014),4V1DlG6tLIxCsHLqfTiOpx,220706,False,60,65,1077177,0
Are You Dead Yet?,52s05aBQd2LVc6EWIQCQI1,['Children Of Bodom'],['1xUhNgw4eJDZfvumIpcz1B'],Are You Dead Yet?,16eFDbMaEt4YfwSVpiRfD2,234880,False,60,56,648372,0
Rock It for Me,4bbgKjSguYGTBoccN5i3u5,['Caravan Palace'],['37J1PlAkhRK7yrZUtqaUpQ'],Panic,38ojnzxpPFT09ee03aCTK7,191493,False,45,59,968744,46
Rock 'n' Roll (Will Take You to the Mountain),2TkoUq8sPXmc4KYzKBiTWT,['Skrillex'],['5he5w2lnU9x7JFhnwcekXX'],Scary Monsters and Nice Sprites EP,35tQBmq1RblVUzAvfsw5uO,284130,True,53,78,8183408,59
"Hakuna Matata - From ""The Lion King"" Soundtrack",5k3U0OGYBccHdKJJu3HrUN,"['Nathan Lane', 'Ernie Sabella', 'Jason Weaver', 'Joseph Williams']","['0P0do9GwiSgweSF6Ui3mrv', '0RH6EMxqfzCEB7QCSKQ4xr', '5UdPkKWd8YNR5xGcmqH9QJ', '5xk0kRuXn1zToTHpHAqpui']",The Lion King,3YA5DdB3wSz4pdfEXoMyRd,213600,False,71,57,9212,73
Of All Days,0QNuCILhLysEyJNXwOv0TF,['GD&TOP'],['3e3oLJehq4vQl2H0FAJnvn'],GDnTOP,3IdPXMgd1n1j2YJeXp5Hza,203096,False,30,40,607872,0
Real Gone,45dGKmN6jw7PgK6Dw2rEp2,['Sheryl Crow'],['4TKTii6gnOnUXQHyuo9JaD'],Cars Original Soundtrack (English Version),6FnSPeYlcIvo4Or4R4fQgr,200733,False,70,67,1023698,0
Tornado Of Souls - 2004 Remix,4E5xVW505akJX0wcKj8Mpd,['Megadeth'],['1Yox196W7bzVNZI7RBaPnf'],Rust In Peace (2004 Remix / Expanded Edition),0qaLL09EtF1hiUis7PRvaJ,319266,False,68,70,4701571,70
Around the World,1pKYYY0dkg23sQQXi0Q5zN,['Daft Punk'],['4tZwfgrHOc3mvqYlEYSvVi'],Homework,5uRdvUR7xCnHmUW8n64n9y,429533,False,75,82,9439238,71
Still Alive,7DUl32UdrwpCXgs7vVXJF2,['BIGBANG'],['4Kxlr1PRlDKEB0ekOCyHgX'],Still Alive,4uXdVN0q22qyWiU42rLmJq,198533,False,45,65,5107780,0
Distortion Sleep,3yPQrLnNIthn4I5wQ51X26,['Soilwork'],['7wqP36o9lqWteOCxBnXlwx'],Figure Number Five,5XtFmUjy23sc7H5XXpTG6h,225933,False,56,53,294550,0
Part Of Me,1nZzRJbFvCEct3uzu04ZoL,['Katy Perry'],['6jJ0s89eD6GaHleKKya26X'],Teenage Dream: The Complete Confection,5BvgP623rtvlc0HDcpzquz,216160,False,77,84,27168930,83
When A Bell Rings,4SghbkPHDt7YmZlsiZXWmH,['lalasweet'],['5i8AqrrtbwtPqzkavePQy1'],bittersweet,72PulpibRrvouaSNyoIY2V,256680,False,4,14,6738,0
Montezuma,5Civg4JEWHLe2gqMG5vW6E,['Fleet Foxes'],['4EVpmkEwrLYEg6jIsiPMIb'],Helplessness Blues,3l7iMXJ0jqFnIYZRyCUewC,216604,False,52,64,1279034,0
Sad Song,4sp16yBg92zKuUWzy2ASJ0,['Baek A Yeon'],['5UKoKVlU7EDN4UgDuVRAbX'],I'm Baek,4MJe9rCkUJOPS3zUgq4yua,206825,False,20,42,249815,0
Don't Leave,2vcQDCJ2u67N9wkV4B31Um,['GD&TOP'],['3e3oLJehq4vQl2H0FAJnvn'],GDnTOP,3IdPXMgd1n1j2YJeXp5Hza,196148,True,47,40,607872,0
Reflection,2AILbz83cBnrAMAG06rZts,"['Lea Salonga', 'Disney']","['1GlMjIezcLwV3OFlX0uXOv', '3xvaSlT4xsyk6lY1ESOspO']",Mulan (Original Soundtrack),3Ohs7Jo6GM6mydUOL0m5aC,146760,False,64,70,255188,70
As the Pages Burn,3BkqtdD3Vc90C3JFtTTVqI,['Arch Enemy'],['0DCw6lHkzh9t7f8Hb4Z0Sx'],War Eternal,5E6UIBrjkiPeoLHGaT64eS,241160,False,44,58,909366,0
Nymphetamine Fix,6WuqJLVZcyJklg7lIozAO8,['Cradle Of Filth'],['0NTSMFFapnyZfvmCwzcYPd'],Nymphetamine Special Edition,0e5cBxKWQYe52fyu23P01P,302360,False,56,52,480721,50
Electric Crown,5gnjaZqOaqE5GZKjby8KoT,['Testament'],['28hJdGN1Awf7u3ifk2lVkg'],The Ritual,6YXf0vbjFhURCPUewYhVWE,330226,False,49,59,964027,51
"Recess (with Kill The Noise, Fatman Scoop, and Michael Angelakos)",1RJZLVGpBG9nNZiHRQSWTp,['Skrillex'],['5he5w2lnU9x7JFhnwcekXX'],Recess,7rf1qZJ6hGSlPN7K9ShsVV,237680,False,58,78,8183408,62
"Zip- A- Dee-Doo-Dah - From ""Song Of The South""",1fQ2pN9MLxxi399nlHEth7,['James Baskett'],['3x83bY5hTdj6Q3uen2mytX'],Disney's Greatest Volume 1,4xNCqk5KdkOQvdbaepGjTY,139560,False,48,30,1333,62
"Marshmallow Attack! - From ""Frozen""/Score",5TYJZb6p9DpSgomBHjeA3Q,['Christophe Beck'],['1GjWNGbMtHDQ7CNYf2d7cw'],Frozen (Original Motion Picture Soundtrack / Deluxe Edition),7lZs5r4oQV2nutddffLrg0,102680,False,43,56,26449,79
Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,"['Calvin Harris', 'John Newman']","['7CajNmpbOovFoOoasH2HaY', '34v5MVKeQnIo0CWYMbbrPf']",Blame (feat. John Newman),6bJBlSpM6U9efi4HmlNv1a,212960,False,79,77,12054852,4
Broken Crown,62AkerxwDm2EHZYjzmPaPH,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],Babel (Deluxe Version),5uJpRBjDkTW8wtwDimhkdm,256226,False,50,72,6490176,0
Below My Feet,19ifqcy7fG3gzNmLGmHf2G,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],Babel (Deluxe Version),5uJpRBjDkTW8wtwDimhkdm,290813,False,48,72,6490176,0
Dead Sea,1DDNfRbtLn2dxm4onBxhOV,['The Lumineers'],['16oZKvXb6WkQlVAjwo2Wbg'],The Lumineers,155N1gV0cIFYaLiy3I5d83,247933,False,59,77,5126175,0
"Some People Are Worth Melting For - From ""Frozen""/Score",6bUY5gyWysgz4yD5ZjhjbT,['Christophe Beck'],['1GjWNGbMtHDQ7CNYf2d7cw'],Frozen (Original Motion Picture Soundtrack / Deluxe Edition),7lZs5r4oQV2nutddffLrg0,126040,False,41,56,26449,79
When I Fall In Love,1K315E1i52r1b0AbFnAiGh,['Yoon Han'],['7x2TQ2hsCj1I1eAWpgPlZF'],For This Moment,4yuda9awr4U8ehPRsPxfYG,289053,False,2,19,2815,0
"A Dream Is a Wish Your Heart Makes - From ""Cinderella""/Soundtrack Version",3uVkugZz6yCTw5Z8sDI19F,"['Ilene Woods', ""Cinderella's Mice Chorus""]","['4DovRSplr3yJIeE3r0RtHj', '2CLqnyyWmenxxGYMagqlee']",Disney's Greatest Volume 2,6KSC0FkAhdErc0azFDze0i,276306,False,47,39,12823,54
Odessa,3D1P3oPecqAQy2u33gAhsM,['Caribou'],['4aEnNH9PuU1HF3TsZTru54'],Swim,0Tv00EM0kO9SZPKtoAnE0K,315585,False,52,57,638142,0
Born in Winter,1rDzUqMRA9VdGCIwzgfeh9,['Gojira'],['0GDGKpJFhVpcjIGF8N6Ewt'],L'Enfant Sauvage (Special Edition),5dxqD5Kc6cRRi3rErmDfXG,231000,False,59,64,1146888,60
"The Bare Necessities - From ""The Jungle Book"" Soundtrack",5XDxDzQcdwRN88DqRj0OXQ,"['Phil Harris', 'Bruce Reitherman']","['2ISMfPtVzHc9jDDVPUEHDa', '43HPW60tz4BMYMRnmXMagJ']",Disney's Greatest Volume 2,6KSC0FkAhdErc0azFDze0i,291693,False,40,50,7848,54
The Chosen Ones,7FQvFYg88JndjHvd5tBxwI,['Dream Evil'],['1bkf8u8ot6vEpWTJFBzKZB'],Dragonslayer,3iOXJ7sbr1irjiT2LZFdbY,302533,False,55,44,140082,0
Go Away,4ebNVkfNL5kHuxr3o5K93R,['2NE1'],['1l0mKo96Jh9HVYONcRl3Yp'],To Anyone,06OmG4w99ODgvopIqunr52,219453,False,52,59,2403891,0
What a Horrible Night to Have a Curse,430xmK8Tw4J4VG8PxCqO4I,['The Black Dahlia Murder'],['4xTDPgk4jHCF0qui3dH6BS'],Nocturnal,5ls56sziRLk01UpqwT8d97,230693,False,52,50,310536,53
No Beef - Original Mix,52Y9VvRfnKjdM0MvAM21cR,"['AFROJACK', 'Steve Aoki', 'Miss Palmer']","['4D75GcNG95ebPtNvoNVXhz', '77AiFEVeAVj2ORpC85QVJs', '2Vd2ZmSFVZ9LEwHeJ8vf7U']",ADE 2011,5sgS0cLRhvfeU43SV7cdXu,361941,False,48,63,2585091,0
Wagon Wheel,2XgGdD5d2MW4RNx8KnIjVh,['Old Crow Medicine Show'],['4DBi4EYXgiqbkxvWUXUzMi'],O.C.M.S.,0ogkqQa8hPAtL02IqwJ36x,232133,False,67,55,414271,0
Thank You for Breathing (고마운 숨),1G5u6TxDfNCfICk78dE0wU,['Tablo'],['3NdOtTPPaXrCyC7Lpmzyhv'],Fever's End (열꽃),5qkFAHQY5HKEC3YIAbCxdK,205342,False,28,52,228404,0
Day Something,1BmURu2kqFQm2IMyJJBpNw,['더더 밴드(TheThE Band)'],['5WUtamNqBWjmk0uzIKdANT'],How Many Times,6yGnZ0wexiwthdBbsHDZt6,261453,False,0,0,31,0
The Park,3kYPv3bDBjgqfs4kqYXdWj,['Secret Cities'],['4h9Hu8vz5ZQi2oTrRZjn70'],Strange Hearts,2lk6pVXQ82E5OE3pHsrl06,201013,False,10,3,1511,0
Janie,0b6Ho2vFpQGRAZftEFibO4,['lady Jane'],['52PzQ1a9Gr6RPcpbpCX9jN'],Jane Another Jane (제인 어나더 제인),2dqC95bXoQY0k7yZvOf3D7,176085,False,5,10,1802,0
Strobe,31NiyZrUd1r4icY7xkvnWv,['deadmau5'],['2CIMQHirSU0MQqyYHq0eOx'],Strobe,6EYy8giXumFOmT1fpZTCMB,633186,False,49,68,2803652,49
Hangar 18 - 2004 Remix,6b6uLZsoGhObYexIxnRbIb,['Megadeth'],['1Yox196W7bzVNZI7RBaPnf'],Rust In Peace (2004 Remix / Expanded Edition),0qaLL09EtF1hiUis7PRvaJ,311200,False,63,70,4701571,70
Love Song,784qSLhmIjbc37plSfaPzF,['BIGBANG'],['4Kxlr1PRlDKEB0ekOCyHgX'],BIGBANG Special Edition,5NoI5krmZvm3tIeeeYddwa,225813,False,50,65,5107780,0
Vodka,2k6dU3c2IBotzynOyevHJx,['Korpiklaani'],['521Yl3LUvD7G9dMRO4fpCy'],Karkelo,5baQCDD8cD8OoeYKNmn9Eg,179653,False,59,52,377223,0
Internet Friends,5qFL2uwfnGU8FccwLMgPNQ,['Knife Party'],['2DuJi13MWHjRHrqRUwk8vH'],100% No Modern Talking,2Ha5B3dapothPfMP9gWvQB,301122,True,58,53,909340,52
Terminal,1v0gFMLOtOmeTzltV4KyrT,['Paradise Lost'],['0gIo6kGl4KsCeIbqtZVHYp'],The Plague Within (NotSet),0J9jIAkbuNMwolrdYBTaba,267814,False,28,48,287382,0
Of Mind - Nocturne,7khQrdng5Zj4bkpS7sQr17,['TesseracT'],['23ytwhG1pzX6DIVWRWvW1r'],Altered State,5zr6lNQP7JVkMIGuUqVKBd,350306,False,44,46,280270,0
Michicant,43d83eCd7GzmVOKsLwV3QN,['Bon Iver'],['4LEiUm1SRbFMgfqnQTwUbQ'],Bon Iver,7pTARJYCVO49nFXB1Mo5re,225733,False,53,75,3420087,0
Tuck the Darkness In,0RYrr1I3ASoFZzJlquODx5,['Bowerbirds'],['4MoGkOmfK6oKi1Isc8Iv9m'],The Clearing,2BPr6ZNzvL59XAvp3P2S1r,290146,False,31,31,44293,0
Deceiver of the Gods,1HIltntwioJoDMsHBmH0Bl,['Amon Amarth'],['3pulcT2wt7FEG10lQlqDJL'],Deceiver of the Gods,3UgW8SaWQ1r1hCIJRlQEYV,259173,False,27,61,1011506,27
Lempo,3WzAw4smXmAsSyXVEE09Qb,['Korpiklaani'],['521Yl3LUvD7G9dMRO4fpCy'],Noita,0PvOssgLJsTOyNSYNlQBcS,335346,False,44,52,377223,0
Gentleman,26spalP6x2gUAab8rwB8dQ,['PSY'],['2dd5mrQZvg6SmahdgVKDzh'],Gentleman,6Yhh6MIFsFFT4J1z5IPYTJ,194546,False,61,64,1633177,0
About The Trauma Drum,0JTQa4Y3jf3Na6PDaUpOuP,['Lyre Le Temps'],['6jX8VHUJomYSfi5Hobdmmn'],Les Découvertes Du Printemps De Bourges Et De La Fnac 2009,565vkqfV7u4TXGJoKfpBQZ,265186,False,27,41,44439,20
Wizard,4hfYGVqQ0ElgeibMocRUvi,"['Martin Garrix', 'Jay Hardway']","['60d24wfXkVzDSfLS6hyCjZ', '12SPNXi0aDpFt0rMVbmLrr']",Wizard,1oP2CZ4ROSL9qiQFV3GP1v,281666,False,47,62,8113774,0
Downfall,2v3hw60laqNnrNM7KFyX19,['Children Of Bodom'],['1xUhNgw4eJDZfvumIpcz1B'],Hatebreeder (International Edition),55H8LerEv2RiQ219d9oPeA,280546,False,47,56,648372,0
We Can Dance,1o7SM9YrFJXyCaBASmnFNT,['Caravan Palace'],['37J1PlAkhRK7yrZUtqaUpQ'],Caravan Palace,0AQU2cTRwdbTHkkJLmZZpG,263066,False,25,59,968744,47
Ghosts,3LHg768dEKqJKht2uPTlVR,['Laura Marling'],['7B2edU3Q7btJoNsoHCNohM'],Alas I Cannot Swim,1P3B7c85W4mTXHk0fafGw2,179960,False,55,53,482748,51
Sloom,5vpfRHcdjR9RBkXUziWoJV,['Of Monsters and Men'],['4dwdTW1Lfiq0cM8nBAqIIz'],My Head Is An Animal,6uD3oJCWT1gtlSCg5lDiNF,283946,False,37,68,3487794,62
The Fox (What Does the Fox Say?),5HOpkTTVcmZHnthgyxrIL8,['Ylvis'],['2lEOFtf3cCyzomQcMHJGfZ'],The Fox (What Does the Fox Say?),77QwsMRvonZJn7adV47V78,213708,False,66,49,158484,58
Electric Eye,3w9zHVKI28aUPZTxq8oDC6,['Judas Priest'],['2tRsMl4eGxwoNabM08Dm4I'],Screaming For Vengeance (Expanded Edition),55MZQrenomrTq0aQneC7Pi,222440,False,63,67,3674410,65
You Make Me,52RK8UVEDgUAgpecOpTQM3,['Avicii'],['1vCWHaC5f2uS3yhpwWbIA6'],You Make Me,3gv00Ai9Ddr1NLGx24LTg6,233346,False,67,81,22877205,0
White Winter Hymnal,0GegHVxeozw3rdjte45Bfx,['Fleet Foxes'],['4EVpmkEwrLYEg6jIsiPMIb'],Fleet Foxes,6spTDEWQfiSsKjkR9NmuDX,147026,False,70,64,1279034,0
Girls - Feat. Lil Kim,0JURkyRmqvTlSST86vREPn,"['SE7EN', ""Lil' Kim""]","['14yLuCwlBqteUdBqx9soJV', '5tth2a3v0sWwV1C7bApBdX']",Girls (Feat. Lil Kim),5F99g5hWrEZqh7gGzxsFhH,216853,False,22,50,880506,15
Poison Lips,1NJ1jm3uNRrF4JZHpaX1CD,['Vitalic'],['4M84umUNRbZy1mJleyyRM9'],Flashmob,4yUXPQs1dQpMw6GmHYsx3N,234240,False,43,50,291454,0
A Tout Le Monde - Remastered 2004,6olS0TmHmsGr0hXtcBsiVM,['Megadeth'],['1Yox196W7bzVNZI7RBaPnf'],Youthanasia (Expanded Edition - Remastered),5UvUjC3G4UKSrwOeBA0qob,262133,False,68,70,4701571,64
Baby Good Night,6LcrLgf1LmcoPAVedtLklN,['GD&TOP'],['3e3oLJehq4vQl2H0FAJnvn'],GDnTOP,3IdPXMgd1n1j2YJeXp5Hza,210476,False,44,40,607872,0
"I See the Light - From ""Tangled"" / Soundtrack Version",6klpXs2uAjagnZMFkt4qkl,"['Mandy Moore', 'Zachary Levi']","['2LJxr7Pt3JnP60eLxwbDOu', '3XSyTI9ct70ZheMESAv2st']",Tangled,1l0aFrH24oPrQSqGtfeFyE,224240,False,71,60,347382,75
America,6dfhF1BDGmhM69fnCb6wSC,['Simon & Garfunkel'],['70cRZdQywnSFp9pnc2WTCE'],Greatest Hits,25irJgxRNTlyg8pUmWfDVG,215293,False,65,72,4643835,0
Pinball Map,0tUy26BSKHj18TOrduBQeY,['In Flames'],['57ylwQTnFnIhJh4nu4rxCs'],Clayman (Re-issue 2014),2JoHO0PTT8TAoSyaByst0i,246933,False,50,65,1077177,0
Battles,3Htx5VpJjmftQjaC3O9Tre,['Hudson Taylor'],['4DX2G1URzfEiRg2wBfv4ub'],Battles,0KD3qnRuyqjaiCHLeYGmRZ,207000,False,42,38,111569,0
Sol Noturno,5pfrEQu1caLoC7Y3jQm9S2,['Pudditorium'],['7uhOcLi85Fj8PlOempXh6z'],Episode 재회(再會),1cfW40N6QGQn43T3jjh8mx,296666,False,2,12,1697,0
Blood To Gold,0zQuQZgUgVvpBRoJNHM6Qt,['Boy & Bear'],['2NqgE99Ll5vOTvmbN7O2R6'],With Emperor Antarctica,46sQ7epp6vsoY1lKOawUo2,137333,False,37,55,254199,24
L'enfant sauvage,4PWxt9Fy949kUtkEi2GI5V,['Gojira'],['0GDGKpJFhVpcjIGF8N6Ewt'],L'Enfant Sauvage (Special Edition),5dxqD5Kc6cRRi3rErmDfXG,257733,False,59,64,1146888,60
그 사람이라서,5y4XR8In0Zqu9ABF82JNbY,['Yoon Han'],['7x2TQ2hsCj1I1eAWpgPlZF'],For This Moment,4yuda9awr4U8ehPRsPxfYG,337280,False,1,19,2815,0
The Snake,4GMN1oV7sk6nNNhnioQaYN,['Parov Stelar'],['65EXuYHVoehCKqp0kOS6px'],The Princess Part Two,2zRY5eIWN7dUvyP447GN2A,331626,False,34,62,1015361,0
La Grande,4Z4GBdlr2SJOcp6fyQ0L3w,['Laura Gibson'],['396L5wXlifF7nfSLhP3tTH'],La Grande,2fUTCpjAW30yrQqT8Vj3O3,230293,False,13,35,31709,0
Still Echoes,4aQJOU4vaoPkwGsIEBBGcr,['Lamb of God'],['3JFsVIxOn7STeilPICkkB2'],Still Echoes,1oL8FmByC5cqqFMR6JQpW6,262333,True,40,64,1827303,0
Somebody Else,3bZCpnBZjoz78HuFfCDuVg,['SE7EN'],['14yLuCwlBqteUdBqx9soJV'],New Mini Album,5pQGbiWLszKakQNPi4pPlb,215560,False,30,35,160953,0
Beneath Broken Earth,5GMsR3SIWPnMuslzA9NjHb,['Paradise Lost'],['0gIo6kGl4KsCeIbqtZVHYp'],The Plague Within (NotSet),0J9jIAkbuNMwolrdYBTaba,368369,False,32,48,287382,0
Cafe,4mm23jt7cimDkeHu1VcS2v,['BIGBANG'],['4Kxlr1PRlDKEB0ekOCyHgX'],BIGBANG Special Edition,5NoI5krmZvm3tIeeeYddwa,219946,False,43,65,5107780,0
I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,"['Calvin Harris', 'Ellie Goulding']","['7CajNmpbOovFoOoasH2HaY', '0X2BH1fck6amBIoJhDVmmJ']",18 Months,7w19PFbxAjwZ7UVNp9z0uT,234506,False,74,84,17696819,81
Hammer Smashed Face,4pFC6tuWErxbO61oFFq3BQ,['Cannibal Corpse'],['0yLwGBQiBqhXOvmTfH2A7n'],Tomb Of The Mutilated,2yPAe2RJCfrfV97c8FKKjb,242760,True,59,55,807773,57
Revenger (feat. Rude Paper),24FI3NS7teIiJPAyTsA1tJ,['Miryo'],['6wJGHv6dfPrZxFoZXXwtLO'],MIRYO aka JOHONEY,5dRftxmLnuElUdaA4VEeCH,265066,False,7,20,16337,0
Whispers in the Dark,6Ntcnh9Ovj3iRun701JpuS,['Mumford & Sons'],['3gd8FJtBJtkRxdfbTu19U2'],Babel (Deluxe Version),5uJpRBjDkTW8wtwDimhkdm,195866,False,45,72,6490176,0
Cirice,3ZXZ9RMsznqgyHnyq0K5FL,['Ghost'],['1Qp56T7n950O3EGMsSl81D'],Cirice,4onOMsbx8pxkBefHIdLHeK,362093,False,63,76,2428072,0
Genesis,4wSmqFg31t6LsQWtzYAJob,['Justice'],['1gR0gsQYfi6joyO1dlp76N'],Cross,5P4Wx3YhpsD4zFTvmPskWd,234960,False,61,58,1117025,0
WOW,21CJvM7HXrI80aDHz2MES4,"['BTOB', 'Min Hyuk Lee', 'Peniel D. Shin', 'Sung Jae Yook', 'Chang Sub Lee', 'Hyun Sik Lim', 'Il Hoon Jung', 'Eun Kwang Seo']","['2hcsKca6hCfFMwwdbFvenJ', '0O6JHzkWOZkI3kr1yyXvMN', '0qQNaoFcB1C1MteW1OxX6b', '6M7MOQxDS7tTXmwavKcgqD', '0QBfGmTaE4wWYHpazClDLP', '4dUSVXGS3spNaUY5llqoHd', '38msH2cFK8ui3GvbWqumqk', '1qbNqs7s9puAKEt1hzEaRG']",Press Play,0TI3xYzPHGsUvCJbMhghTa,217887,False,50,12,185518,0
This Moment Is Your Life,4aAGSnWTUv5wXpsAdHzvVo,['Yoon Han'],['7x2TQ2hsCj1I1eAWpgPlZF'],For This Moment,4yuda9awr4U8ehPRsPxfYG,4240,False,0,19,2815,0
No Rest,1WyHzifMOtTv4vumQA4eWE,['Dry the River'],['5VIq5RHAbVUMF700vdwfYw'],No Rest,6zfEARymRGSLzjcdJKXgx5,187880,False,27,33,88163,20
Aerodynamic,3H3cOQ6LBLSvmcaV7QkZEu,['Daft Punk'],['4tZwfgrHOc3mvqYlEYSvVi'],Discovery,2noRn2Aes5aoNVsU6iWThc,212546,False,63,82,9439238,80
Lucky Now,1xLiOXTkAetjRqmPQwELn4,['Ryan Adams'],['2qc41rNTtdLK0tV3mJn2Pm'],Ashes & Fire,1w2aDtXIq2HjpZQOt8JaRa,172186,False,51,56,559967,42
Love Thine Enemy,3R7OmP7LP2kVuJwvrVfPRh,['Cass McCombs'],['2iUVQjheBnvOt8vaBrxXJz'],Humor Risk,2PXbrkhoBPQoKmeqtb3Dcb,236226,False,10,48,153537,0
Poney Pt. I,6PSRMbqr5se9zwl5iOYOA8,['Vitalic'],['4M84umUNRbZy1mJleyyRM9'],OK Cowboy,1GJ2Gt5HiLFXOU9k0ziHV5,323000,False,43,50,291454,0
Oh Mom,3HnpZ4EeLEX78tiVzX8QDf,['GD&TOP'],['3e3oLJehq4vQl2H0FAJnvn'],GDnTOP,3IdPXMgd1n1j2YJeXp5Hza,270705,False,28,40,607872,0
"We Were So Close - From ""Frozen""/Score",6hpnkeYsRsHNyVVv3JnCX1,['Christophe Beck'],['1GjWNGbMtHDQ7CNYf2d7cw'],Frozen (Original Motion Picture Soundtrack / Deluxe Edition),7lZs5r4oQV2nutddffLrg0,113506,False,51,56,26449,79
너와의 추억을 팔아,2AHysgMwI8LM4Q7F0fWABq,['STi'],['38m6NaoBF8CowoI9HfswXC'],러브 조디악 Love Zodiac,0rV9u57oRuzKAQL1z5PuDw,163101,False,0,6,741,0
